	Anoalb	Anoatr	Anochr	Anocul	Anodar	Anodir	Anoepi	Anofar	Anofun	Anogam	Anomac	Anomin	Anosin	Anoste
OG0016911				Anocul_ACUA011921-RA										
OG0016912				Anocul_ACUA022107-RA										
OG0016913				Anocul_ACUA017500-RA										
OG0016914				Anocul_ACUA024879-RA										
OG0016915				Anocul_ACUA009766-RA										
OG0016916				Anocul_ACUA023280-RA										
OG0016917				Anocul_ACUA006208-RA										
OG0016918				Anocul_ACUA013356-RA										
OG0016919				Anocul_ACUA000175-RA										
OG0016920				Anocul_ACUA028263-RA										
OG0016921				Anocul_ACUA006961-RA										
OG0016922				Anocul_ACUA023937-RA										
OG0016923				Anocul_ACUA000829-RA										
OG0016924				Anocul_ACUA026612-RA										
OG0016925				Anocul_ACUA024255-RA										
OG0016926				Anocul_ACUA013117-RA										
OG0016927				Anocul_ACUA024301-RA										
OG0016928				Anocul_ACUA011575-RA										
OG0016929				Anocul_ACUA014117-RA										
OG0016930				Anocul_ACUA008668-RA										
OG0016931				Anocul_ACUA009727-RA										
OG0016932				Anocul_ACUA007304-RA										
OG0016933				Anocul_ACUA010894-RA										
OG0016934				Anocul_ACUA005861-RA										
OG0016935				Anocul_ACUA018731-RA										
OG0016936				Anocul_ACUA021811-RA										
OG0016937				Anocul_ACUA009603-RA										
OG0016938				Anocul_ACUA004720-RA										
OG0016939				Anocul_ACUA018867-RA										
OG0016940				Anocul_ACUA023142-RA										
OG0016941				Anocul_ACUA024708-RA										
OG0016942				Anocul_ACUA007411-RA										
OG0016943				Anocul_ACUA026365-RA										
OG0016944				Anocul_ACUA015801-RA										
OG0016945				Anocul_ACUA016471-RA										
OG0016946				Anocul_ACUA011134-RA										
OG0016947				Anocul_ACUA017916-RA										
OG0016948				Anocul_ACUA011118-RA										
OG0016949				Anocul_ACUA010383-RA										
OG0016950				Anocul_ACUA001037-RA										
OG0016951				Anocul_ACUA025857-RA										
OG0016952				Anocul_ACUA020988-RA										
OG0016953				Anocul_ACUA012136-RA										
OG0016954				Anocul_ACUA022971-RA										
OG0016955				Anocul_ACUA006442-RA										
OG0016956				Anocul_ACUA018802-RA										
OG0016957				Anocul_ACUA002772-RA										
OG0016958				Anocul_ACUA027207-RA										
OG0016959				Anocul_ACUA023880-RA										
OG0016960				Anocul_ACUA016086-RA										
OG0016961				Anocul_ACUA021854-RA										
OG0016962				Anocul_ACUA009011-RA										
OG0016963				Anocul_ACUA005937-RA										
OG0016964				Anocul_ACUA015928-RA										
OG0016965				Anocul_ACUA012658-RA										
OG0016966				Anocul_ACUA019277-RA										
OG0016967				Anocul_ACUA017880-RA										
OG0016968				Anocul_ACUA009057-RA										
OG0016969				Anocul_ACUA023382-RA										
OG0016970				Anocul_ACUA009457-RA										
OG0016971				Anocul_ACUA018505-RA										
OG0016972				Anocul_ACUA016090-RA										
OG0016973				Anocul_ACUA007801-RA										
OG0016974				Anocul_ACUA017113-RA										
OG0016975				Anocul_ACUA006345-RA										
OG0016976				Anocul_ACUA020350-RA										
OG0016977				Anocul_ACUA007408-RA										
OG0016978				Anocul_ACUA015170-RA										
OG0016979				Anocul_ACUA008908-RA										
OG0016980				Anocul_ACUA019207-RA										
OG0016981				Anocul_ACUA028469-RA										
OG0016982				Anocul_ACUA002980-RA										
OG0016983				Anocul_ACUA009300-RA										
OG0016984				Anocul_ACUA005878-RA										
OG0016985				Anocul_ACUA000580-RA										
OG0016986				Anocul_ACUA015230-RA										
OG0016987				Anocul_ACUA001585-RA										
OG0016988				Anocul_ACUA003793-RA										
OG0016989				Anocul_ACUA016240-RA										
OG0016990				Anocul_ACUA024537-RA										
OG0016991				Anocul_ACUA020910-RA										
OG0016992				Anocul_ACUA025041-RA										
OG0016993				Anocul_ACUA025131-RA										
OG0016994				Anocul_ACUA024645-RA										
OG0016995				Anocul_ACUA014516-RA										
OG0016996				Anocul_ACUA007619-RA										
OG0016997				Anocul_ACUA025333-RA										
OG0016998				Anocul_ACUA002914-RA										
OG0016999				Anocul_ACUA008937-RA										
OG0017000				Anocul_ACUA002021-RA										
OG0017001				Anocul_ACUA017822-RA										
OG0017002				Anocul_ACUA026078-RA										
OG0017003				Anocul_ACUA009422-RA										
OG0017004				Anocul_ACUA004809-RA										
OG0017005				Anocul_ACUA004955-RA										
OG0017006				Anocul_ACUA024437-RA										
OG0017007				Anocul_ACUA014205-RA										
OG0017008				Anocul_ACUA022927-RA										
OG0017009				Anocul_ACUA014690-RA										
OG0017010				Anocul_ACUA021128-RA										
OG0017011				Anocul_ACUA025000-RA										
OG0017012				Anocul_ACUA011443-RA										
OG0017013				Anocul_ACUA018155-RA										
OG0017014				Anocul_ACUA008842-RA										
OG0017015				Anocul_ACUA002712-RA										
OG0017016				Anocul_ACUA026863-RA										
OG0017017				Anocul_ACUA014912-RA										
OG0017018				Anocul_ACUA022606-RA										
OG0017019				Anocul_ACUA006758-RA										
OG0017020				Anocul_ACUA018275-RA										
OG0017021				Anocul_ACUA021807-RA										
OG0017022				Anocul_ACUA025237-RA										
OG0017023				Anocul_ACUA015225-RA										
OG0017024				Anocul_ACUA016954-RA										
OG0017025				Anocul_ACUA003874-RA										
OG0017026				Anocul_ACUA017256-RA										
OG0017027				Anocul_ACUA004605-RA										
OG0017028				Anocul_ACUA023611-RA										
OG0017029				Anocul_ACUA004811-RA										
OG0017030				Anocul_ACUA002510-RA										
OG0017031				Anocul_ACUA005941-RA										
OG0017032				Anocul_ACUA013140-RA										
OG0017033				Anocul_ACUA016300-RA										
OG0017034				Anocul_ACUA002852-RA										
OG0017035				Anocul_ACUA028419-RA										
OG0017036				Anocul_ACUA017114-RA										
OG0017037				Anocul_ACUA026597-RA										
OG0017038				Anocul_ACUA013542-RA										
OG0017039				Anocul_ACUA025515-RA										
OG0017040				Anocul_ACUA020063-RA										
OG0017041				Anocul_ACUA005146-RA										
OG0017042				Anocul_ACUA018148-RA										
OG0017043				Anocul_ACUA026975-RA										
OG0017044				Anocul_ACUA022850-RA										
OG0017045				Anocul_ACUA009209-RA										
OG0017046				Anocul_ACUA013532-RA										
OG0017047				Anocul_ACUA018840-RA										
OG0017048				Anocul_ACUA003503-RA										
OG0017049				Anocul_ACUA010547-RA										
OG0017050				Anocul_ACUA014984-RA										
OG0017051				Anocul_ACUA026888-RA										
OG0017052				Anocul_ACUA023519-RA										
OG0017053				Anocul_ACUA014461-RA										
OG0017054				Anocul_ACUA009510-RA										
OG0017055				Anocul_ACUA019578-RA										
OG0017056				Anocul_ACUA015875-RA										
OG0017057				Anocul_ACUA011619-RA										
OG0017058				Anocul_ACUA025265-RA										
OG0017059				Anocul_ACUA019341-RA										
OG0017060				Anocul_ACUA027900-RA										
OG0017061				Anocul_ACUA013416-RA										
OG0017062				Anocul_ACUA011538-RA										
OG0017063				Anocul_ACUA007779-RA										
OG0017064				Anocul_ACUA013472-RA										
OG0017065				Anocul_ACUA024756-RA										
OG0017066				Anocul_ACUA007324-RA										
OG0017067				Anocul_ACUA026034-RA										
OG0017068				Anocul_ACUA014554-RA										
OG0017069				Anocul_ACUA010083-RA										
OG0017070				Anocul_ACUA020951-RA										
OG0017071				Anocul_ACUA021913-RA										
OG0017072				Anocul_ACUA009217-RA										
OG0017073				Anocul_ACUA023810-RA										
OG0017074				Anocul_ACUA018508-RA										
OG0017075				Anocul_ACUA025291-RA										
OG0017076				Anocul_ACUA013724-RA										
OG0017077				Anocul_ACUA005115-RA										
OG0017078				Anocul_ACUA005591-RA										
OG0017079				Anocul_ACUA007441-RA										
OG0017080				Anocul_ACUA007577-RA										
OG0017081				Anocul_ACUA005863-RA										
OG0017082				Anocul_ACUA020739-RA										
OG0017083				Anocul_ACUA017580-RA										
OG0017084				Anocul_ACUA008287-RA										
OG0017085				Anocul_ACUA008126-RA										
OG0017086				Anocul_ACUA026088-RA										
OG0017087				Anocul_ACUA003450-RA										
OG0017088				Anocul_ACUA024564-RA										
OG0017089				Anocul_ACUA022859-RA										
OG0017090				Anocul_ACUA023355-RA										
OG0017091				Anocul_ACUA027593-RA										
OG0017092				Anocul_ACUA012673-RA										
OG0017093				Anocul_ACUA018143-RA										
OG0017094				Anocul_ACUA015933-RA										
OG0017095				Anocul_ACUA009399-RA										
OG0017096				Anocul_ACUA002574-RA										
OG0017097				Anocul_ACUA004441-RA										
OG0017098				Anocul_ACUA021415-RA										
OG0017099				Anocul_ACUA006991-RA										
OG0017100				Anocul_ACUA026570-RA										
OG0017101				Anocul_ACUA025482-RA										
OG0017102				Anocul_ACUA028165-RA										
OG0017103				Anocul_ACUA021184-RA										
OG0017104				Anocul_ACUA016111-RA										
OG0017105				Anocul_ACUA022771-RA										
OG0017106				Anocul_ACUA005534-RA										
OG0017107				Anocul_ACUA012876-RA										
OG0017108				Anocul_ACUA008833-RA										
OG0017109				Anocul_ACUA000570-RA										
OG0017110				Anocul_ACUA026393-RA										
OG0017111				Anocul_ACUA024054-RA										
OG0017112				Anocul_ACUA011681-RA										
OG0017113				Anocul_ACUA004195-RA										
OG0017114				Anocul_ACUA027767-RA										
OG0017115				Anocul_ACUA022404-RA										
OG0017116				Anocul_ACUA012197-RA										
OG0017117				Anocul_ACUA005085-RA										
OG0017118				Anocul_ACUA023742-RA										
OG0017119				Anocul_ACUA002601-RA										
OG0017120				Anocul_ACUA003599-RA										
OG0017121				Anocul_ACUA011611-RA										
OG0017122				Anocul_ACUA025730-RA										
OG0017123				Anocul_ACUA010169-RA										
OG0017124				Anocul_ACUA028379-RA										
OG0017125				Anocul_ACUA013873-RA										
OG0017126				Anocul_ACUA014669-RA										
OG0017127				Anocul_ACUA007517-RA										
OG0017128				Anocul_ACUA021841-RA										
OG0017129				Anocul_ACUA010285-RA										
OG0017130				Anocul_ACUA010245-RA										
OG0017131				Anocul_ACUA019306-RA										
OG0017132				Anocul_ACUA012713-RA										
OG0017133				Anocul_ACUA027554-RA										
OG0017134				Anocul_ACUA022618-RA										
OG0017135				Anocul_ACUA014030-RA										
OG0017136				Anocul_ACUA012705-RA										
OG0017137				Anocul_ACUA013663-RA										
OG0017138				Anocul_ACUA001401-RA										
OG0017139				Anocul_ACUA005307-RA										
OG0017140				Anocul_ACUA014113-RA										
OG0017141				Anocul_ACUA013533-RA										
OG0017142				Anocul_ACUA001177-RA										
OG0017143				Anocul_ACUA006388-RA										
OG0017144				Anocul_ACUA025678-RA										
OG0017145				Anocul_ACUA005269-RA										
OG0017146				Anocul_ACUA010170-RA										
OG0017147				Anocul_ACUA022204-RA										
OG0017148				Anocul_ACUA017323-RA										
OG0017149				Anocul_ACUA025709-RA										
OG0017150				Anocul_ACUA026151-RA										
OG0017151				Anocul_ACUA006542-RA										
OG0017152				Anocul_ACUA020983-RA										
OG0017153				Anocul_ACUA027365-RA										
OG0017154				Anocul_ACUA016553-RA										
OG0017155				Anocul_ACUA024861-RA										
OG0017156				Anocul_ACUA001887-RA										
OG0017157				Anocul_ACUA014581-RA										
OG0017158				Anocul_ACUA018188-RA										
OG0017159				Anocul_ACUA019307-RA										
OG0017160				Anocul_ACUA025447-RA										
OG0017161				Anocul_ACUA025894-RA										
OG0017162				Anocul_ACUA019109-RA										
OG0017163				Anocul_ACUA021918-RA										
OG0017164				Anocul_ACUA026714-RA										
OG0017165				Anocul_ACUA022063-RA										
OG0017166				Anocul_ACUA000050-RA										
OG0017167				Anocul_ACUA008516-RA										
OG0017168				Anocul_ACUA012161-RA										
OG0017169				Anocul_ACUA020747-RA										
OG0017170				Anocul_ACUA022845-RA										
OG0017171				Anocul_ACUA021258-RA										
OG0017172				Anocul_ACUA003466-RA										
OG0017173				Anocul_ACUA006116-RA										
OG0017174				Anocul_ACUA003099-RA										
OG0017175				Anocul_ACUA009073-RA										
OG0017176				Anocul_ACUA016237-RA										
OG0017177				Anocul_ACUA004586-RA										
OG0017178				Anocul_ACUA019920-RA										
OG0017179				Anocul_ACUA012054-RA										
OG0017180				Anocul_ACUA012280-RA										
OG0017181				Anocul_ACUA008097-RA										
OG0017182				Anocul_ACUA011591-RA										
OG0017183				Anocul_ACUA005367-RA										
OG0017184				Anocul_ACUA015068-RA										
OG0017185				Anocul_ACUA018643-RA										
OG0017186				Anocul_ACUA001843-RA										
OG0017187				Anocul_ACUA005325-RA										
OG0017188				Anocul_ACUA015757-RA										
OG0017189				Anocul_ACUA025897-RA										
OG0017190				Anocul_ACUA005954-RA										
OG0017191				Anocul_ACUA012565-RA										
OG0017192				Anocul_ACUA014655-RA										
OG0017193				Anocul_ACUA012507-RA										
OG0017194				Anocul_ACUA002245-RA										
OG0017195				Anocul_ACUA023731-RA										
OG0017196				Anocul_ACUA003123-RA										
OG0017197				Anocul_ACUA022185-RA										
OG0017198				Anocul_ACUA000502-RA										
OG0017199				Anocul_ACUA026490-RA										
OG0017200				Anocul_ACUA016414-RA										
OG0017201				Anocul_ACUA021441-RA										
OG0017202				Anocul_ACUA020292-RA										
OG0017203				Anocul_ACUA014848-RA										
OG0017204				Anocul_ACUA002697-RA										
OG0017205				Anocul_ACUA018032-RA										
OG0017206				Anocul_ACUA008568-RA										
OG0017207				Anocul_ACUA010107-RA										
OG0017208				Anocul_ACUA011909-RA										
OG0017209				Anocul_ACUA023411-RA										
OG0017210				Anocul_ACUA019186-RA										
OG0017211				Anocul_ACUA004115-RA										
OG0017212				Anocul_ACUA005425-RA										
OG0017213				Anocul_ACUA003373-RA										
OG0017214				Anocul_ACUA004825-RA										
OG0017215				Anocul_ACUA019825-RA										
OG0017216				Anocul_ACUA023743-RA										
OG0017217				Anocul_ACUA006149-RA										
OG0017218				Anocul_ACUA023014-RA										
OG0017219				Anocul_ACUA012803-RA										
OG0017220				Anocul_ACUA016799-RA										
OG0017221				Anocul_ACUA023714-RA										
OG0017222				Anocul_ACUA021189-RA										
OG0017223				Anocul_ACUA016646-RA										
OG0017224				Anocul_ACUA024008-RA										
OG0017225				Anocul_ACUA012398-RA										
OG0017226				Anocul_ACUA018204-RA										
OG0017227				Anocul_ACUA015158-RA										
OG0017228				Anocul_ACUA011980-RA										
OG0017229				Anocul_ACUA026388-RA										
OG0017230				Anocul_ACUA004232-RA										
OG0017231				Anocul_ACUA013640-RA										
OG0017232				Anocul_ACUA006528-RA										
OG0017233				Anocul_ACUA027205-RA										
OG0017234				Anocul_ACUA019328-RA										
OG0017235				Anocul_ACUA021111-RA										
OG0017236				Anocul_ACUA008328-RA										
OG0017237				Anocul_ACUA013038-RA										
OG0017238				Anocul_ACUA003298-RA										
OG0017239				Anocul_ACUA026233-RA										
OG0017240				Anocul_ACUA011777-RA										
OG0017241				Anocul_ACUA018463-RA										
OG0017242				Anocul_ACUA017497-RA										
OG0017243				Anocul_ACUA026609-RA										
OG0017244				Anocul_ACUA007638-RA										
OG0017245				Anocul_ACUA007384-RA										
OG0017246				Anocul_ACUA010741-RA										
OG0017247				Anocul_ACUA004238-RA										
OG0017248				Anocul_ACUA022791-RA										
OG0017249				Anocul_ACUA012456-RA										
OG0017250				Anocul_ACUA024519-RA										
OG0017251				Anocul_ACUA001968-RA										
OG0017252				Anocul_ACUA027354-RA										
OG0017253				Anocul_ACUA016088-RA										
OG0017254				Anocul_ACUA007562-RA										
OG0017255				Anocul_ACUA024042-RA										
OG0017256				Anocul_ACUA020728-RA										
OG0017257				Anocul_ACUA015385-RA										
OG0017258				Anocul_ACUA007298-RA										
OG0017259				Anocul_ACUA006713-RA										
OG0017260				Anocul_ACUA015715-RA										
OG0017261				Anocul_ACUA002484-RA										
OG0017262				Anocul_ACUA018257-RA										
OG0017263				Anocul_ACUA012939-RA										
OG0017264				Anocul_ACUA002091-RA										
OG0017265				Anocul_ACUA010780-RA										
OG0017266				Anocul_ACUA012084-RA										
OG0017267				Anocul_ACUA007197-RA										
OG0017268				Anocul_ACUA003576-RA										
OG0017269				Anocul_ACUA009179-RA										
OG0017270				Anocul_ACUA008810-RA										
OG0017271				Anocul_ACUA013347-RA										
OG0017272				Anocul_ACUA023534-RA										
OG0017273				Anocul_ACUA022756-RA										
OG0017274				Anocul_ACUA013191-RA										
OG0017275				Anocul_ACUA000642-RA										
OG0017276				Anocul_ACUA013115-RA										
OG0017277				Anocul_ACUA020069-RA										
